Timestamp,Raw_EMG1,Raw_EMG2,IC1,IC2,Label
0.0,224,170,0.5016308925821823,-0.104677844149824,1
0.003004205888243541,224,169,-1.1549839184793742,0.23885252431538104,1
0.006008411776487082,223,170,-0.15513489777612482,-1.6045309423326526,1
0.009012617664730624,224,170,0.5016308925821823,-0.104677844149824,1
0.012016823552974164,224,169,-1.1549839184793742,0.23885252431538104,1
0.015021029441217705,224,169,-1.1549839184793742,0.23885252431538104,1
0.018025235329461247,225,169,-0.49821812812106714,1.7387056224982098,1
0.021029441217704788,224,171,2.158245703643739,-0.4482082126150291,1
0.024033647105948328,224,169,-1.1549839184793742,0.23885252431538104,1
0.02703785299419187,224,169,-1.1549839184793742,0.23885252431538104,1
0.03004205888243541,223,170,-0.15513489777612482,-1.6045309423326526,1
0.03304626477067895,225,170,1.1583966829404893,1.395175254033005,1
0.036050470658922494,224,169,-1.1549839184793742,0.23885252431538104,1
0.03905467654716603,225,170,1.1583966829404893,1.395175254033005,1
0.042058882435409575,224,170,0.5016308925821823,-0.104677844149824,1
0.04506308832365311,224,169,-1.1549839184793742,0.23885252431538104,1
0.048067294211896656,223,171,1.5014799132854315,-1.9480613107978577,1
0.0510715001001402,224,169,-1.1549839184793742,0.23885252431538104,1
0.05407570598838374,223,171,1.5014799132854315,-1.9480613107978577,1
0.05707991187662728,225,170,1.1583966829404893,1.395175254033005,1
0.06008411776487082,225,170,1.1583966829404893,1.395175254033005,1
0.06308832365311436,224,169,-1.1549839184793742,0.23885252431538104,1
0.0660925295413579,224,169,-1.1549839184793742,0.23885252431538104,1
0.06909673542960144,223,170,-0.15513489777612482,-1.6045309423326526,1
0.07210094131784499,225,170,1.1583966829404893,1.395175254033005,1
0.07510514720608853,224,169,-1.1549839184793742,0.23885252431538104,1
0.07810935309433206,224,169,-1.1549839184793742,0.23885252431538104,1
0.0811135589825756,224,170,0.5016308925821823,-0.104677844149824,1
0.08411776487081915,224,169,-1.1549839184793742,0.23885252431538104,1
0.0871219707590627,223,170,-0.15513489777612482,-1.6045309423326526,1
0.09012617664730622,225,170,1.1583966829404893,1.395175254033005,1
0.09313038253554977,224,169,-1.1549839184793742,0.23885252431538104,1
0.09613458842379331,225,170,1.1583966829404893,1.395175254033005,1
0.09913879431203686,224,169,-1.1549839184793742,0.23885252431538104,1
0.1021430002002804,224,170,0.5016308925821823,-0.104677844149824,1
0.10514720608852393,224,169,-1.1549839184793742,0.23885252431538104,1
0.10815141197676748,224,169,-1.1549839184793742,0.23885252431538104,1
0.11115561786501102,223,170,-0.15513489777612482,-1.6045309423326526,1
